STOCKJOIN,SERIESNAME,Group,Year,Value,Stdev,Scale
none,bts_bootstrap,Squids,2005,0.013995392,0.002272676,1
none,bts_bootstrap,Squids,2007,0.039967085,0.016281905,1
none,bts_bootstrap,Squids,2009,0.026979336,0.004720187,1
none,bts_bootstrap,Squids,2011,0.014399174,0.002826765,1
none,bts_bootstrap,Squids,2013,0.027635201,0.008237283,1
none,bts_bootstrap,Squids,2015,0.044041035,0.010896847,1
none,bts_bootstrap,Structural.epifauna,1984,0.108549375,0.035571608,1
none,bts_bootstrap,Structural.epifauna,1987,0.033957523,0.021314156,1
none,bts_bootstrap,Structural.epifauna,1990,0.24781451,0.197906989,1
none,bts_bootstrap,Structural.epifauna,1993,0.179831036,0.054163054,1
none,bts_bootstrap,Structural.epifauna,1996,0.294439424,0.075444682,1
none,bts_bootstrap,Structural.epifauna,1999,0.149618556,0.025363678,1
none,bts_bootstrap,Structural.epifauna,2001,0.280736085,0.047237256,1
none,bts_bootstrap,Structural.epifauna,2003,0.124987367,0.018305601,1
none,bts_bootstrap,Structural.epifauna,2005,0.229504499,0.035821079,1
none,bts_bootstrap,Structural.epifauna,2007,0.22331399,0.045307199,1
none,bts_bootstrap,Structural.epifauna,2009,0.236968806,0.037832923,1
none,bts_bootstrap,Structural.epifauna,2011,0.190902538,0.030811563,1
none,bts_bootstrap,Structural.epifauna,2013,0.142590096,0.024480754,1
none,bts_bootstrap,Structural.epifauna,2015,0.223068241,0.058788018,1
none,bts_bootstrap,W.Pollock,1984,2.897843687,0.486570398,1
none,bts_bootstrap,W.Pollock,1987,2.868364315,0.685089299,1
none,bts_bootstrap,W.Pollock,1990,3.038313039,0.350548164,1
none,bts_bootstrap,W.Pollock,1993,2.662078912,0.443626656,1
none,bts_bootstrap,W.Pollock,1996,3.033428553,0.539114135,1
none,bts_bootstrap,W.Pollock,1999,2.083580994,0.8136581,1
none,bts_bootstrap,W.Pollock,2001,1.042083603,0.278013998,1
none,bts_bootstrap,W.Pollock,2003,1.707995451,0.24109849,1
none,bts_bootstrap,W.Pollock,2005,1.484368884,0.259541373,1
none,bts_bootstrap,W.Pollock,2007,1.097815437,0.180676003,1
none,bts_bootstrap,W.Pollock,2009,2.777230613,0.469566553,1
none,bts_bootstrap,W.Pollock,2011,2.559596451,0.367302521,1
none,bts_bootstrap,W.Pollock,2013,3.89417213,0.873531339,1
none,bts_bootstrap,W.Pollock,2015,3.032146003,0.48669304,1
